연번,상호명,활동장소,건물명,대표번호,취급부류
"1,469",친절한채소씨,가락시장,가락몰 판매동 부대시설 지하2층 B020-1호,,채소류
"1,470",(유)딸기네유통,가락시장,가락몰 판매동 부대시설 지하2층 B021-1호,02-408-9967,과일류
"1,471",(유)서경상회,가락시장,가락몰 판매동 부대시설 지하2층 B022-1호,,청과부류
"1,472",정우상사,가락시장,가락몰 판매동 부대시설 지하2층 B023-1호,02-6419-2365,채소류
"1,473",(유)은혜상회,가락시장,가락몰 판매동 부대시설 지하2층 B024-1호,,채소류
"1,474",(유)임호유통,가락시장,가락몰 판매동 부대시설 지하2층 B025-1호,02-408-8419,채소류
"1,475",(유)유남유통,가락시장,가락몰 판매동 부대시설 지하2층 B026-1호,02-407-9900,채소류
"1,476",(유)신덕농산,가락시장,가락몰 판매동 부대시설 지하2층 B027-1호,,채소류
"1,477",(유)병오유통,가락시장,가락몰 판매동 부대시설 지하2층 B028-1호,,채소류
"1,478",(유)승락상회,가락시장,가락몰 판매동 부대시설 지하2층 B029-1호,,채소류
"1,479",(유)더영화상회,가락시장,가락몰 판매동 부대시설 지하2층 B029-2호,,채소류
"1,480",우신상회,가락시장,가락몰 판매동 부대시설 지하2층 B030-1호,,채소류
"1,481",(유)기품찬,가락시장,가락몰 판매동 부대시설 지하2층 B030-2호,,청과부류
"1,482",(유)해원상회,가락시장,가락몰 판매동 부대시설 지하2층 B031-1호,,채소류
"1,483",(유)기복농산,가락시장,가락몰 판매동 부대시설 지하2층 B031-2호,,채소류
"1,484",(유)병진농산,가락시장,가락몰 판매동 부대시설 지하2층 B032-1호,02-407-8706,채소류
"1,485",(유)찬들농산,가락시장,가락몰 판매동 부대시설 지하2층 B032-2호,,채소류
"1,486",(유)승미농산,가락시장,가락몰 판매동 부대시설 지하2층 B033-1호,,채소류
"1,487",(유)서경앤솔,가락시장,가락몰 판매동 부대시설 지하2층 B033-2호,,청과부류
"1,488",(유)익산상회,가락시장,가락몰 판매동 부대시설 지하2층 B034-1호,,청과부류
"1,489",(유)동국청과,가락시장,가락몰 판매동 부대시설 지하2층 B034-2호,02-408-5741,청과부류
"1,490",(유)혜연이네,가락시장,가락몰 판매동 부대시설 지하2층 C001-1호,,채소류
"1,491",(유)고바식품,가락시장,가락몰 판매동 부대시설 지하2층 C002-1호,,청과부류
"1,492",(유)가락식품마트,가락시장,가락몰 판매동 부대시설 지하2층 C003-1호,02-6978-2989,기타채소
"1,493",(유)싱싱채소그린팜,가락시장,가락몰 판매동 부대시설 지하2층 C004-1호,,채소류
"1,494",(유)선진인삼,가락시장,가락몰 판매동 부대시설 지하2층 C004-2호,02-443-4036,채소류
"1,495",(주)회진유통,가락시장,가락몰 판매동 부대시설 지하2층 C005-1호,,청과부류
"1,496",(유)황포상회,가락시장,가락몰 판매동 부대시설 지하2층 C005-2호,,청과부류
"1,497",(유)춘홍농산,가락시장,가락몰 판매동 부대시설 지하2층 C006-1호,02-409-0966,채소류
"1,498",웃어봐요실로암,가락시장,가락몰 판매동 부대시설 지하2층 C007-1호,02-443-5037,청과부류
"1,499",(유)호연푸드,가락시장,가락몰 판매동 부대시설 지하2층 C007-2호,,채소류
"1,500",웃어봐요실로암,가락시장,가락몰 판매동 부대시설 지하2층 C008-1호,02-443-5037,청과부류
"1,501",온양상회,가락시장,가락몰 판매동 부대시설 지하2층 C009-1호,,채소류
"1,502",예산상회,가락시장,가락몰 판매동 부대시설 지하2층 C010-1호,02-400-2028,청과부류
"1,503",(유)미라유통,가락시장,가락몰 판매동 부대시설 지하2층 C10-2호,,채소류
"1,504",(유)대호종합식품,가락시장,가락몰 판매동 부대시설 지하2층 C011-1호,02-402-7777,기타채소
"1,505",(유)산들농산,가락시장,가락몰 판매동 부대시설 지하2층 C012-1호,,채소류
"1,506",(유)덕신농산,가락시장,가락몰 판매동 부대시설 지하2층 C012-2호,,채소류
"1,507",은주상회,가락시장,가락몰 판매동 부대시설 지하2층 C013-1호,,청과부류
"1,508",(유)그린박사,가락시장,가락몰 판매동 부대시설 지하2층 C013-2호,,채소류
"1,509",대주건해,가락시장,가락몰 판매동 부대시설 지하2층 C14-1호,,기타채소
"1,510",(주)제일푸드빌,가락시장,가락몰 판매동 부대시설 지하2층 C014-2호,,청과부류
"1,511",예산상회,가락시장,가락몰 판매동 부대시설 지하2층 C015-1호,02-400-2028,청과부류
"1,512",(유)강동유통,가락시장,가락몰 판매동 부대시설 지하2층 C016-1호,02-3435-5775,채소류
"1,513",(유)푸드타임,가락시장,가락몰 판매동 부대시설 지하2층 C017-1호,,채소류
"1,514",어허라농산,가락시장,가락몰 판매동 부대시설 지하2층 C017-2호,,채소류
"1,515",(유)도성상사,가락시장,가락몰 판매동 부대시설 지하2층 C018-1호,,채소류
"1,516",(유)고바식품,가락시장,가락몰 판매동 부대시설 지하2층 D001-1호,,청과부류
"1,517",(유)이노농산,가락시장,가락몰 판매동 부대시설 지하2층 D002-1호,,청과부류
"1,518",(주)그린상회,가락시장,가락몰 판매동 부대시설 지하2층 D003-1호,02-402-9331,기타
"1,519",(주)가락봉투,가락시장,가락몰 판매동 부대시설 지하2층 D004-1호,02-449-1394,청과부류
"1,520",(주)가락봉투,가락시장,가락몰 판매동 부대시설 지하2층 D005-1호,02-449-1394,청과부류
"1,521",(유)흥주그린농산,가락시장,가락몰 판매동 부대시설 지하2층 D006-1호,,채소류
"1,522",(유)선진인삼,가락시장,가락몰 판매동 부대시설 지하2층 D007-1호,02-443-4036,채소류
"1,523",(유)호연푸드,가락시장,가락몰 판매동 부대시설 지하2층 D008-1호,,채소류
"1,524",서울포장,가락시장,가락몰 판매동 부대시설 지하2층 D009-1호,,채소류
"1,525",(유)황제페팅,가락시장,가락몰 판매동 부대시설 지하2층 D010-1호,,채소류
"1,526",웃어봐요실로암,가락시장,가락몰 판매동 부대시설 지하2층 D011-1호,02-443-5037,청과부류
"1,527",(유)농우식품,가락시장,가락몰 판매동 부대시설 지하2층 D012-1호,02-413-2735,채소류
"1,528",대성유통,가락시장,가락몰 판매동 부대시설 지하2층 D013-1호,,청과부류
"1,529",(유)원상상회,가락시장,가락몰 판매동 부대시설 지하2층 D014-1호,,청과부류
"1,530",서울포장,가락시장,가락몰 판매동 부대시설 지하2층 D015-1호,,채소류
"1,531",(주)가락봉투,가락시장,가락몰 판매동 부대시설 지하2층 D016-1호,02-449-1394,청과부류
"1,532",(유)기찬푸드,가락시장,가락몰 판매동 부대시설 지하2층 D017-1호,,청과부류
"1,533",(유)양지상회,가락시장,가락몰 판매동 부대시설 지하2층 D018-1호,,기타
"1,534",(유)고바식품,가락시장,가락몰 판매동 부대시설 지하2층 D019-1호,,청과부류
"1,535",(유)황제페팅,가락시장,가락몰 판매동 부대시설 지하2층 D020-1호,,채소류
"1,536",럭키봉투,가락시장,가락몰 판매동 부대시설 지하2층 D021-1호,02-404-2319,채소류
"1,537",(유)그린박사,가락시장,가락몰 판매동 부대시설 지하2층 D022-1호,,채소류
"1,538",(주)제일푸드빌,가락시장,가락몰 판매동 부대시설 지하2층 D023-1호,,청과부류
"1,539",(주)가락봉투,가락시장,가락몰 판매동 부대시설 지하2층 D024-1호,02-449-1394,청과부류
"1,540",(유)장수농산,가락시장,가락몰 판매동 부대시설 지하2층 D025-1호,02-400-3662,채소류
"1,541",(유)흥부상회,가락시장,가락몰 판매동 부대시설 지하2층 D026-1호,02-449-1609,청과부류
"1,542",한일유통,가락시장,가락몰 판매동 부대시설 지하2층 D027-1호,02-408-8639,청과부류
"1,543",(유)구월푸드,가락시장,가락몰 판매동 부대시설 지하2층 D028-1호,,채소류
"1,544",(유)재현농산,가락시장,가락몰 판매동 부대시설 지하2층 D029-1호,02-407-0695,채소류
"1,545",(유)가락식품마트,가락시장,가락몰 판매동 부대시설 지하2층 D030-1호,02-6978-2989,기타채소
"1,546",(유)대영상회,가락시장,가락몰 판매동 부대시설 지하2층 D033-1호,,청과부류
"1,547",(유)신성유통,가락시장,가락몰 판매동 부대시설 지하2층 D034-1호,02-6978-0333,채소류
"1,548",가락몰 식품종합상가조합,가락시장,가락몰 판매동 부대시설 지하2층 출고하역장 E001-1호,02-6978-1828,기타
"1,549",가락몰 협의회,가락시장,가락몰 판매동 부대시설 지하2층 출고하역장 E002-1호,,기타
"1,550",서울건해산물직판상인조합,가락시장,가락몰 판매동 부대시설 지하2층 출고하역장 E003-1호,02-407-5784,기타
"1,551",가락몰수산유통인협의회,가락시장,가락몰 판매동 부대시설 지하2층 출고하역장 E004-1호,02-402-7081,
"1,552",서울건해산물직판상인조합,가락시장,가락몰 판매동 부대시설 지하2층 출고하역장 E005-1호,02-407-5784,기타
"1,553",가락몰 청과직판 조합,가락시장,가락몰 판매동 부대시설 지하2층 출고하역장 E006-1호,02-430-0082,기타
"1,554",(유)가락몰축산직판장상인협의회,가락시장,가락몰 판매동 부대시설 지하2층 출고하역장 E007-1호,02-409-2101,기타
"1,555",서울건해산물직판상인조합,가락시장,가락몰 판매동 부대시설 지하2층 출고하역장 E008-1호,02-407-5784,기타
